Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SP,Steven Matz (39001372),Steven Matz,39001372,P,8500,STL@TEX 05/31/2025 04:05PM ET,STL,7.14
RP,Matthew Liberatore (39001373),Matthew Liberatore,39001373,P,8500,STL@TEX 05/31/2025 04:05PM ET,STL,16.61
RP,Carlos Hernandez (39001375),Carlos Hernandez,39001375,P,8500,MIL@PHI 05/31/2025 04:05PM ET,PHI,1.50
SP,Joe Ross (39001376),Joe Ross,39001376,P,8500,MIL@PHI 05/31/2025 04:05PM ET,PHI,3.00
SP,Casey Mize (39001371),Casey Mize,39001371,P,8500,DET@KC 05/31/2025 04:10PM ET,DET,17.99
SP,Shane Bieber (39001382),Shane Bieber,39001382,P,8400,LAA@CLE 05/31/2025 04:10PM ET,CLE,0
SP,Aaron Nola (39001377),Aaron Nola,39001377,P,8400,MIL@PHI 05/31/2025 04:05PM ET,PHI,11.66
SP,Taijuan Walker (39001379),Taijuan Walker,39001379,P,8400,MIL@PHI 05/31/2025 04:05PM ET,PHI,11.29
SP,Seth Johnson (39001380),Seth Johnson,39001380,P,8400,MIL@PHI 05/31/2025 04:05PM ET,PHI,0
SP,Mick Abel (39001381),Mick Abel,39001381,P,8400,MIL@PHI 05/31/2025 04:05PM ET,PHI,32.5
SP,Spencer Arrighetti (39001378),Spencer Arrighetti,39001378,P,8400,TB@HOU 05/31/2025 04:10PM ET,HOU,11.88
RP,Enyel De Los Santos (39001383),Enyel De Los Santos,39001383,P,8300,BOS@ATL 05/31/2025 04:10PM ET,ATL,3.10
SP,Dylan Dodd (39001384),Dylan Dodd,39001384,P,8300,BOS@ATL 05/31/2025 04:10PM ET,ATL,2.58
SP,Chad Kuhl (39001385),Chad Kuhl,39001385,P,8300,BOS@ATL 05/31/2025 04:10PM ET,ATL,0
RP,Davis Daniel (39001386),Davis Daniel,39001386,P,8300,BOS@ATL 05/31/2025 04:10PM ET,ATL,3.65
SP,Bryce Elder (39001387),Bryce Elder,39001387,P,8300,BOS@ATL 05/31/2025 04:10PM ET,ATL,11.92
RP,Reynaldo Lopez (39001388),Reynaldo Lopez,39001388,P,8300,BOS@ATL 05/31/2025 04:10PM ET,ATL,0.65
RP,Grant Holmes (39001389),Grant Holmes,39001389,P,8300,BOS@ATL 05/31/2025 04:10PM ET,ATL,15.38
SP,Hurston Waldrep (39001390),Hurston Waldrep,39001390,P,8300,BOS@ATL 05/31/2025 04:10PM ET,ATL,0
SP,Slade Cecconi (39000925),Slade Cecconi,39000925,P,8300,LAA@CLE 05/31/2025 04:10PM ET,CLE,20.78
RP,Jose Butto (39001391),Jose Butto,39001391,P,8300,COL@NYM 05/31/2025 04:10PM ET,NYM,3.57
SP,Max Kranick (39001392),Max Kranick,39001392,P,8300,COL@NYM 05/31/2025 04:10PM ET,NYM,4.01
RP,Austin Warren (39001393),Austin Warren,39001393,P,8300,COL@NYM 05/31/2025 04:10PM ET,NYM,3.65
SP,Tanner Bibee (39001400),Tanner Bibee,39001400,P,8200,LAA@CLE 05/31/2025 04:10PM ET,CLE,14.10
SP,Christian Scott (39001394),Christian Scott,39001394,P,8200,COL@NYM 05/31/2025 04:10PM ET,NYM,0
RP,Brandon Waddell (39001395),Brandon Waddell,39001395,P,8200,COL@NYM 05/31/2025 04:10PM ET,NYM,10.2
SP,Paul Blackburn (39001396),Paul Blackburn,39001396,P,8200,COL@NYM 05/31/2025 04:10PM ET,NYM,0
SP,Blade Tidwell (39001397),Blade Tidwell,39001397,P,8200,COL@NYM 05/31/2025 04:10PM ET,NYM,-7.55
SP,Ronel Blanco (39001398),Ronel Blanco,39001398,P,8200,TB@HOU 05/31/2025 04:10PM ET,HOU,15.46
SP,Shane McClanahan (39001399),Shane McClanahan,39001399,P,8200,TB@HOU 05/31/2025 04:10PM ET,TB,0
SP,Gavin Williams (39001403),Gavin Williams,39001403,P,8100,LAA@CLE 05/31/2025 04:10PM ET,CLE,14.06
RP,Justin Hagenman (39001401),Justin Hagenman,39001401,P,8100,COL@NYM 05/31/2025 04:10PM ET,NYM,11.7
SP,Robert Gasser (39001402),Robert Gasser,39001402,P,8100,MIL@PHI 05/31/2025 04:05PM ET,MIL,0
SP,Sonny Gray (39000926),Sonny Gray,39000926,P,8000,STL@TEX 05/31/2025 04:05PM ET,STL,17.37
RP,Nestor Cortes (39001406),Nestor Cortes,39001406,P,8000,MIL@PHI 05/31/2025 04:05PM ET,MIL,6.8
RP,Tyler Alexander (39001407),Tyler Alexander,39001407,P,8000,MIL@PHI 05/31/2025 04:05PM ET,MIL,4.08
RP,Jared Koenig (39001408),Jared Koenig,39001408,P,8000,MIL@PHI 05/31/2025 04:05PM ET,MIL,2.66
SP,DL Hall (39001409),DL Hall,39001409,P,8000,MIL@PHI 05/31/2025 04:05PM ET,MIL,10.5
SP,Elvin Rodriguez (39001410),Elvin Rodriguez,39001410,P,8000,MIL@PHI 05/31/2025 04:05PM ET,MIL,3.57
SP,Connor Thomas (39001411),Connor Thomas,39001411,P,8000,MIL@PHI 05/31/2025 04:05PM ET,MIL,-5.5
SP,Aaron Civale (39001413),Aaron Civale,39001413,P,8000,MIL@PHI 05/31/2025 04:05PM ET,MIL,6.47
SP,Tobias Myers (39001414),Tobias Myers,39001414,P,8000,MIL@PHI 05/31/2025 04:05PM ET,MIL,5.8
SP,Brandon Walter (39001404),Brandon Walter,39001404,P,8000,TB@HOU 05/31/2025 04:10PM ET,HOU,18.85
SP,Cole Ragans (39001405),Cole Ragans,39001405,P,8000,DET@KC 05/31/2025 04:10PM ET,KC,19.46
SP,Kris Bubic (39001412),Kris Bubic,39001412,P,8000,DET@KC 05/31/2025 04:10PM ET,KC,22.41
RP,Jose Soriano (39001419),Jose Soriano,39001419,P,7900,LAA@CLE 05/31/2025 04:10PM ET,LAA,12.79
RP,Aaron Ashby (39001415),Aaron Ashby,39001415,P,7900,MIL@PHI 05/31/2025 04:05PM ET,MIL,6.48
SP,Quinn Priester (39001417),Quinn Priester,39001417,P,7900,MIL@PHI 05/31/2025 04:05PM ET,MIL,9.92
SP,Carlos Rodriguez (39001420),Carlos Rodriguez,39001420,P,7900,MIL@PHI 05/31/2025 04:05PM ET,MIL,4.1
RP,Seth Lugo (39001416),Seth Lugo,39001416,P,7900,DET@KC 05/31/2025 04:10PM ET,KC,14.9
SP,Noah Cameron (39001418),Noah Cameron,39001418,P,7900,DET@KC 05/31/2025 04:10PM ET,KC,19.79
SP,Chad Patrick (39000927),Chad Patrick,39000927,P,7800,MIL@PHI 05/31/2025 04:05PM ET,MIL,13.06
SP,Caden Dana (39001421),Caden Dana,39001421,P,7700,LAA@CLE 05/31/2025 04:10PM ET,LAA,4.15
SP,Yusei Kikuchi (39001422),Yusei Kikuchi,39001422,P,7700,LAA@CLE 05/31/2025 04:10PM ET,LAA,13.51
SP,Sam Aldegheri (39001423),Sam Aldegheri,39001423,P,7700,LAA@CLE 05/31/2025 04:10PM ET,LAA,0
SP,Tyler Anderson (39001424),Tyler Anderson,39001424,P,7700,LAA@CLE 05/31/2025 04:10PM ET,LAA,13.24
SP,Walker Buehler (39000928),Walker Buehler,39000928,P,7600,BOS@ATL 05/31/2025 04:10PM ET,BOS,14.06
SP,Jack Kochanowicz (39001425),Jack Kochanowicz,39001425,P,7600,LAA@CLE 05/31/2025 04:10PM ET,LAA,9.34
SP,Chase Silseth (39001427),Chase Silseth,39001427,P,7600,LAA@CLE 05/31/2025 04:10PM ET,LAA,0
SP,Reid Detmers (39001429),Reid Detmers,39001429,P,7600,LAA@CLE 05/31/2025 04:10PM ET,LAA,2.62
RP,Garrett McDaniels (39001430),Garrett McDaniels,39001430,P,7600,LAA@CLE 05/31/2025 04:10PM ET,LAA,0.88
SP,Lance McCullers Jr. (39001428),Lance McCullers Jr.,39001428,P,7600,TB@HOU 05/31/2025 04:10PM ET,HOU,9.77
SP,AJ Blubaugh (39001431),AJ Blubaugh,39001431,P,7600,TB@HOU 05/31/2025 04:10PM ET,HOU,13.4
SP,Luis Garcia (39001432),Luis Garcia,39001432,P,7600,TB@HOU 05/31/2025 04:10PM ET,HOU,0
RP,Forrest Whitley (39001433),Forrest Whitley,39001433,P,7600,TB@HOU 05/31/2025 04:10PM ET,HOU,1.5
RP,Jackson Jobe (39001426),Jackson Jobe,39001426,P,7600,DET@KC 05/31/2025 04:10PM ET,DET,11.32
RP,Hayden Wesneski (39001434),Hayden Wesneski,39001434,P,7500,TB@HOU 05/31/2025 04:10PM ET,HOU,13.4
SP,J.P. France (39001435),J.P. France,39001435,P,7500,TB@HOU 05/31/2025 04:10PM ET,HOU,0
SP,Blair Henley (39001436),Blair Henley,39001436,P,7500,TB@HOU 05/31/2025 04:10PM ET,HOU,0
SP,Ryan Gusto (39001437),Ryan Gusto,39001437,P,7500,TB@HOU 05/31/2025 04:10PM ET,HOU,8.20
SP,Kyle Hendricks (39000929),Kyle Hendricks,39000929,P,7400,LAA@CLE 05/31/2025 04:10PM ET,LAA,9
RP,Shawn Dubin (39001438),Shawn Dubin,39001438,P,7400,TB@HOU 05/31/2025 04:10PM ET,HOU,5.72
SP,Keaton Winn (39001439),Keaton Winn,39001439,P,7400,SF@MIA 05/31/2025 04:10PM ET,SF,0
SP,Logan Allen (39001453),Logan Allen,39001453,P,7300,LAA@CLE 05/31/2025 04:10PM ET,CLE,9.46
SP,Taj Bradley (39001441),Taj Bradley,39001441,P,7300,TB@HOU 05/31/2025 04:10PM ET,TB,14.08
SP,Drew Rasmussen (39001443),Drew Rasmussen,39001443,P,7300,TB@HOU 05/31/2025 04:10PM ET,TB,16.21
SP,Ian Seymour (39001448),Ian Seymour,39001448,P,7300,TB@HOU 05/31/2025 04:10PM ET,TB,0
RP,Mason Englert (39001449),Mason Englert,39001449,P,7300,TB@HOU 05/31/2025 04:10PM ET,TB,3.24
SP,Joe Boyle (39001450),Joe Boyle,39001450,P,7300,TB@HOU 05/31/2025 04:10PM ET,TB,27.45
SP,Jason Alexander (39001454),Jason Alexander,39001454,P,7300,TB@HOU 05/31/2025 04:10PM ET,HOU,-2.68
RP,Ryan Weathers (39001440),Ryan Weathers,39001440,P,7300,SF@MIA 05/31/2025 04:10PM ET,MIA,18.95
SP,Justin Verlander (39001442),Justin Verlander,39001442,P,7300,SF@MIA 05/31/2025 04:10PM ET,SF,10.2
SP,Carson Ragsdale (39001444),Carson Ragsdale,39001444,P,7300,SF@MIA 05/31/2025 04:10PM ET,SF,0
RP,Spencer Bivens (39001445),Spencer Bivens,39001445,P,7300,SF@MIA 05/31/2025 04:10PM ET,SF,3.68
RP,Jordan Hicks (39001446),Jordan Hicks,39001446,P,7300,SF@MIA 05/31/2025 04:10PM ET,SF,6.93
RP,Tristan Beck (39001447),Tristan Beck,39001447,P,7300,SF@MIA 05/31/2025 04:10PM ET,SF,6.78
RP,Landen Roupp (39001451),Landen Roupp,39001451,P,7300,SF@MIA 05/31/2025 04:10PM ET,SF,14.07
SP,Max Meyer (39001452),Max Meyer,39001452,P,7300,SF@MIA 05/31/2025 04:10PM ET,MIA,14.71
RP,Ben Lively (39001457),Ben Lively,39001457,P,7200,LAA@CLE 05/31/2025 04:10PM ET,CLE,11.41
SP,Kolby Allard (39001462),Kolby Allard,39001462,P,7200,LAA@CLE 05/31/2025 04:10PM ET,CLE,6.79
SP,Colton Gordon (39000930),Colton Gordon,39000930,P,7200,TB@HOU 05/31/2025 04:10PM ET,HOU,9.93
RP,Alex Faedo (39001458),Alex Faedo,39001458,P,7200,TB@HOU 05/31/2025 04:10PM ET,TB,0
SP,Ryan Pepiot (39001459),Ryan Pepiot,39001459,P,7200,TB@HOU 05/31/2025 04:10PM ET,TB,15.19
SP,Shane Baz (39001461),Shane Baz,39001461,P,7200,TB@HOU 05/31/2025 04:10PM ET,TB,13.10
RP,Jacob Waguespack (39001463),Jacob Waguespack,39001463,P,7200,TB@HOU 05/31/2025 04:10PM ET,TB,0
SP,Kyle Harrison (39001455),Kyle Harrison,39001455,P,7200,SF@MIA 05/31/2025 04:10PM ET,SF,8.64
SP,Hayden Birdsong (39001456),Hayden Birdsong,39001456,P,7200,SF@MIA 05/31/2025 04:10PM ET,SF,8.24
RP,Mason Black (39001460),Mason Black,39001460,P,7200,SF@MIA 05/31/2025 04:10PM ET,SF,0
SP,Edward Cabrera (39000931),Edward Cabrera,39000931,P,7100,SF@MIA 05/31/2025 04:10PM ET,MIA,12.98
RP,Zack Littell (39000932),Zack Littell,39000932,P,7000,TB@HOU 05/31/2025 04:10PM ET,TB,13.27
SP,Michael Lorenzen (39001464),Michael Lorenzen,39001464,P,7000,DET@KC 05/31/2025 04:10PM ET,KC,12.99
SP,Cody Poteet (39001466),Cody Poteet,39001466,P,6900,CWS@BAL 05/31/2025 04:05PM ET,BAL,-6.8
RP,Albert Suarez (39001467),Albert Suarez,39001467,P,6900,CWS@BAL 05/31/2025 04:05PM ET,BAL,5
RP,Keegan Akin (39001468),Keegan Akin,39001468,P,6900,CWS@BAL 05/31/2025 04:05PM ET,BAL,2.96
RP,Matt Bowman (39001469),Matt Bowman,39001469,P,6900,CWS@BAL 05/31/2025 04:05PM ET,BAL,1.96
SP,Kyle Bradish (39001470),Kyle Bradish,39001470,P,6900,CWS@BAL 05/31/2025 04:05PM ET,BAL,0
SP,Grayson Rodriguez (39001471),Grayson Rodriguez,39001471,P,6900,CWS@BAL 05/31/2025 04:05PM ET,BAL,0
SP,Tyler Wells (39001472),Tyler Wells,39001472,P,6900,CWS@BAL 05/31/2025 04:05PM ET,BAL,0
SP,Brandon Young (39001473),Brandon Young,39001473,P,6900,CWS@BAL 05/31/2025 04:05PM ET,BAL,7.05
SP,Jack Leiter (39001465),Jack Leiter,39001465,P,6900,STL@TEX 05/31/2025 04:05PM ET,TEX,13.36
SP,Cade Povich (39001477),Cade Povich,39001477,P,6800,CWS@BAL 05/31/2025 04:05PM ET,BAL,11.14
SP,Trevor Rogers (39001478),Trevor Rogers,39001478,P,6800,CWS@BAL 05/31/2025 04:05PM ET,BAL,22.45
SP,Chayce McDermott (39001479),Chayce McDermott,39001479,P,6800,CWS@BAL 05/31/2025 04:05PM ET,BAL,3.52
SP,Zach Eflin (39001480),Zach Eflin,39001480,P,6800,CWS@BAL 05/31/2025 04:05PM ET,BAL,12.45
SP,Charlie Morton (39001481),Charlie Morton,39001481,P,6800,CWS@BAL 05/31/2025 04:05PM ET,BAL,5.94
SP,Luis F. Castillo (39001482),Luis F. Castillo,39001482,P,6800,CWS@BAL 05/31/2025 04:05PM ET,BAL,1.18
SP,Tomoyuki Sugano (39001483),Tomoyuki Sugano,39001483,P,6800,CWS@BAL 05/31/2025 04:05PM ET,BAL,12.91
SP,Jon Gray (39001474),Jon Gray,39001474,P,6800,STL@TEX 05/31/2025 04:05PM ET,TEX,0
SP,David Buchanan (39001475),David Buchanan,39001475,P,6800,STL@TEX 05/31/2025 04:05PM ET,TEX,0
RP,Cole Winn (39001476),Cole Winn,39001476,P,6800,STL@TEX 05/31/2025 04:05PM ET,TEX,4.25
SP,Kumar Rocker (39001484),Kumar Rocker,39001484,P,6800,STL@TEX 05/31/2025 04:05PM ET,TEX,4.68
SP,Michael Wacha (39000933),Michael Wacha,39000933,P,6800,DET@KC 05/31/2025 04:10PM ET,KC,13.40
SP,Sawyer Gipson-Long (39001485),Sawyer Gipson-Long,39001485,P,6800,DET@KC 05/31/2025 04:10PM ET,DET,0
SP,Jose Urquidy (39001486),Jose Urquidy,39001486,P,6800,DET@KC 05/31/2025 04:10PM ET,DET,0
RP,Brant Hurter (39001487),Brant Hurter,39001487,P,6800,DET@KC 05/31/2025 04:10PM ET,DET,6.12
RP,John Brebbia (39001488),John Brebbia,39001488,P,6800,DET@KC 05/31/2025 04:10PM ET,DET,2.39
SP,Ty Madden (39001489),Ty Madden,39001489,P,6800,DET@KC 05/31/2025 04:10PM ET,DET,0
RP,Shane Smith (39001499),Shane Smith,39001499,P,6700,CWS@BAL 05/31/2025 04:05PM ET,CWS,14.77
RP,Roddery Munoz (39001491),Roddery Munoz,39001491,P,6700,STL@TEX 05/31/2025 04:05PM ET,STL,2.58
RP,Zack Thompson (39001492),Zack Thompson,39001492,P,6700,STL@TEX 05/31/2025 04:05PM ET,STL,0
RP,Gordon Graceffo (39001493),Gordon Graceffo,39001493,P,6700,STL@TEX 05/31/2025 04:05PM ET,STL,3.34
SP,Michael McGreevy (39001494),Michael McGreevy,39001494,P,6700,STL@TEX 05/31/2025 04:05PM ET,STL,24.95
SP,Miles Mikolas (39001496),Miles Mikolas,39001496,P,6700,STL@TEX 05/31/2025 04:05PM ET,STL,10.72
SP,Erick Fedde (39001497),Erick Fedde,39001497,P,6700,STL@TEX 05/31/2025 04:05PM ET,STL,11.95
RP,Andre Pallante (39001498),Andre Pallante,39001498,P,6700,STL@TEX 05/31/2025 04:05PM ET,STL,11.85
SP,Matt Manning (39001490),Matt Manning,39001490,P,6700,DET@KC 05/31/2025 04:10PM ET,DET,0
SP,Keider Montero (39001495),Keider Montero,39001495,P,6700,DET@KC 05/31/2025 04:10PM ET,DET,9.78
SP,Kutter Crawford (39001501),Kutter Crawford,39001501,P,6600,BOS@ATL 05/31/2025 04:10PM ET,BOS,0
SP,Alex Cobb (39001500),Alex Cobb,39001500,P,6600,DET@KC 05/31/2025 04:10PM ET,DET,0
SP,Tanner Houck (39001505),Tanner Houck,39001505,P,6500,BOS@ATL 05/31/2025 04:10PM ET,BOS,4.09
SP,Lucas Giolito (39001508),Lucas Giolito,39001508,P,6500,BOS@ATL 05/31/2025 04:10PM ET,BOS,11.4
SP,Brayan Bello (39001509),Brayan Bello,39001509,P,6500,BOS@ATL 05/31/2025 04:10PM ET,BOS,10.22
SP,Cooper Criswell (39001510),Cooper Criswell,39001510,P,6500,BOS@ATL 05/31/2025 04:10PM ET,BOS,-1.42
RP,Martin Perez (39001503),Martin Perez,39001503,P,6500,CWS@BAL 05/31/2025 04:05PM ET,CWS,13.85
SP,Jonathan Cannon (39001504),Jonathan Cannon,39001504,P,6500,CWS@BAL 05/31/2025 04:05PM ET,CWS,11.72
SP,Adrian Houser (39001506),Adrian Houser,39001506,P,6500,CWS@BAL 05/31/2025 04:05PM ET,CWS,20.8
SP,Doug Nikhazy (39001502),Doug Nikhazy,39001502,P,6500,LAA@CLE 05/31/2025 04:10PM ET,CLE,-5.85
RP,Luis Ortiz (39001507),Luis Ortiz,39001507,P,6500,LAA@CLE 05/31/2025 04:10PM ET,CLE,14.59
SP,Patrick Sandoval (39001511),Patrick Sandoval,39001511,P,6400,BOS@ATL 05/31/2025 04:10PM ET,BOS,0
RP,Richard Fitts (39001512),Richard Fitts,39001512,P,6400,BOS@ATL 05/31/2025 04:10PM ET,BOS,12.3
SP,Hunter Dobbins (39001516),Hunter Dobbins,39001516,P,6400,BOS@ATL 05/31/2025 04:10PM ET,BOS,11.36
SP,Joey Cantillo (39001513),Joey Cantillo,39001513,P,6400,LAA@CLE 05/31/2025 04:10PM ET,CLE,4.40
RP,Matt Festa (39001514),Matt Festa,39001514,P,6400,LAA@CLE 05/31/2025 04:10PM ET,CLE,2.90
SP,Jakob Junis (39001515),Jakob Junis,39001515,P,6400,LAA@CLE 05/31/2025 04:10PM ET,CLE,2.18
SP,Dean Kremer (39000934),Dean Kremer,39000934,P,6300,CWS@BAL 05/31/2025 04:05PM ET,BAL,11.06
SP,John Means (39001517),John Means,39001517,P,6300,LAA@CLE 05/31/2025 04:10PM ET,CLE,0
SP,Ryan Feltner (39001518),Ryan Feltner,39001518,P,6200,COL@NYM 05/31/2025 04:10PM ET,COL,9.88
SP,Chase Dollander (39001519),Chase Dollander,39001519,P,6200,COL@NYM 05/31/2025 04:10PM ET,COL,10.35
SP,Tanner Gordon (39001520),Tanner Gordon,39001520,P,6200,COL@NYM 05/31/2025 04:10PM ET,COL,10.82
1B,Bryce Harper (39000938),Bryce Harper,39000938,1B,6200,MIL@PHI 05/31/2025 04:05PM ET,PHI,8.93
SP,Kyle Wright (39001521),Kyle Wright,39001521,P,6200,DET@KC 05/31/2025 04:10PM ET,KC,0
RP,Ross Stripling (39001522),Ross Stripling,39001522,P,6200,DET@KC 05/31/2025 04:10PM ET,KC,0
RP,Sam Long (39001523),Sam Long,39001523,P,6200,DET@KC 05/31/2025 04:10PM ET,KC,-0.35
RP,James McArthur (39001524),James McArthur,39001524,P,6200,DET@KC 05/31/2025 04:10PM ET,KC,0
SP,Jonathan Bowlan (39001525),Jonathan Bowlan,39001525,P,6200,DET@KC 05/31/2025 04:10PM ET,KC,5.09
RP,Angel Zerpa (39001526),Angel Zerpa,39001526,P,6200,DET@KC 05/31/2025 04:10PM ET,KC,1.62
OF,Ronald Acuna Jr. (39000939),Ronald Acuna Jr.,39000939,OF,6100,BOS@ATL 05/31/2025 04:10PM ET,ATL,9.57
SP,Patrick Corbin (39000935),Patrick Corbin,39000935,P,6100,STL@TEX 05/31/2025 04:05PM ET,TEX,13.13
SP,Alec Marsh (39001527),Alec Marsh,39001527,P,6100,DET@KC 05/31/2025 04:10PM ET,KC,0
SP,Daniel Lynch IV (39001528),Daniel Lynch IV,39001528,P,6100,DET@KC 05/31/2025 04:10PM ET,KC,3.02
3B,Jose Ramirez (39000940),Jose Ramirez,39000940,3B,6000,LAA@CLE 05/31/2025 04:10PM ET,CLE,9.59
SS,Bobby Witt Jr. (39000941),Bobby Witt Jr.,39000941,SS,6000,DET@KC 05/31/2025 04:10PM ET,KC,9.83
SP,Sean Burke (39001529),Sean Burke,39001529,P,5700,CWS@BAL 05/31/2025 04:05PM ET,CWS,10.63
OF,Kyle Schwarber (39000942),Kyle Schwarber,39000942,OF,5700,MIL@PHI 05/31/2025 04:05PM ET,PHI,10.44
SP,Davis Martin (39000936),Davis Martin,39000936,P,5600,CWS@BAL 05/31/2025 04:05PM ET,CWS,11.62
RP,Jesse Scholtens (39001530),Jesse Scholtens,39001530,P,5600,CWS@BAL 05/31/2025 04:05PM ET,CWS,0
SP,Jared Shuster (39001531),Jared Shuster,39001531,P,5600,CWS@BAL 05/31/2025 04:05PM ET,CWS,1.66
RP,Tyler Gilbert (39001532),Tyler Gilbert,39001532,P,5600,CWS@BAL 05/31/2025 04:05PM ET,CWS,3.25
RP,Steven Wilson (39001533),Steven Wilson,39001533,P,5600,CWS@BAL 05/31/2025 04:05PM ET,CWS,2.75
SP,Mike Vasil (39001534),Mike Vasil,39001534,P,5600,CWS@BAL 05/31/2025 04:05PM ET,CWS,5.47
SP,Ky Bush (39001535),Ky Bush,39001535,P,5600,CWS@BAL 05/31/2025 04:05PM ET,CWS,0
SP,Bryse Wilson (39001536),Bryse Wilson,39001536,P,5600,CWS@BAL 05/31/2025 04:05PM ET,CWS,2.62
SP,Drew Thorpe (39001537),Drew Thorpe,39001537,P,5600,CWS@BAL 05/31/2025 04:05PM ET,CWS,0
SP,Nick Nastrini (39001538),Nick Nastrini,39001538,P,5600,CWS@BAL 05/31/2025 04:05PM ET,CWS,0
SS,Zach Neto (39000943),Zach Neto,39000943,SS,5600,LAA@CLE 05/31/2025 04:10PM ET,LAA,9.60
SS,Francisco Lindor (39000944),Francisco Lindor,39000944,SS,5600,COL@NYM 05/31/2025 04:10PM ET,NYM,9.46
SS,Trea Turner (39000945),Trea Turner,39000945,SS,5500,MIL@PHI 05/31/2025 04:05PM ET,PHI,9.18
RP,Connor Gillispie (39001539),Connor Gillispie,39001539,P,5500,SF@MIA 05/31/2025 04:10PM ET,MIA,4.68
SP,Dax Fulton (39001540),Dax Fulton,39001540,P,5500,SF@MIA 05/31/2025 04:10PM ET,MIA,0
SP,Eury Perez (39001541),Eury Perez,39001541,P,5500,SF@MIA 05/31/2025 04:10PM ET,MIA,0
RP,Janson Junk (39001542),Janson Junk,39001542,P,5500,SF@MIA 05/31/2025 04:10PM ET,MIA,15.12
SP,Valente Bellozo (39001543),Valente Bellozo,39001543,P,5500,SF@MIA 05/31/2025 04:10PM ET,MIA,9.74
RP,Tyler Phillips (39001544),Tyler Phillips,39001544,P,5500,SF@MIA 05/31/2025 04:10PM ET,MIA,2.58
RP,Anthony Veneziano (39001545),Anthony Veneziano,39001545,P,5500,SF@MIA 05/31/2025 04:10PM ET,MIA,1.66
SP,Braxton Garrett (39001546),Braxton Garrett,39001546,P,5500,SF@MIA 05/31/2025 04:10PM ET,MIA,0
SP,Adam Mazur (39001547),Adam Mazur,39001547,P,5500,SF@MIA 05/31/2025 04:10PM ET,MIA,0
SP,Cal Quantrill (39001548),Cal Quantrill,39001548,P,5500,SF@MIA 05/31/2025 04:10PM ET,MIA,8.07
C,Ivan Herrera (39000946),Ivan Herrera,39000946,C,5400,STL@TEX 05/31/2025 04:05PM ET,STL,10.12
SP,Sandy Alcantara (39001549),Sandy Alcantara,39001549,P,5400,SF@MIA 05/31/2025 04:10PM ET,MIA,4.96
3B,Rafael Devers (39000948),Rafael Devers,39000948,3B,5300,BOS@ATL 05/31/2025 04:10PM ET,BOS,9.85
3B,Alex Bregman (39001208),Alex Bregman,39001208,3B,5300,BOS@ATL 05/31/2025 04:10PM ET,BOS,9.47
OF,Juan Soto (39000947),Juan Soto,39000947,OF,5300,COL@NYM 05/31/2025 04:10PM ET,NYM,8.18
RP,Austin Gomber (39001550),Austin Gomber,39001550,P,5300,COL@NYM 05/31/2025 04:10PM ET,COL,0
SP,German Marquez (39001551),German Marquez,39001551,P,5300,COL@NYM 05/31/2025 04:10PM ET,COL,4.42
SP,Kyle Freeland (39001552),Kyle Freeland,39001552,P,5300,COL@NYM 05/31/2025 04:10PM ET,COL,7.95
SP,Bradley Blalock (39001553),Bradley Blalock,39001553,P,5300,COL@NYM 05/31/2025 04:10PM ET,COL,-2.76
RP,Carson Palmquist (39001554),Carson Palmquist,39001554,P,5300,COL@NYM 05/31/2025 04:10PM ET,COL,-0.07
RP,Calvin Faucher (39001555),Calvin Faucher,39001555,P,5300,SF@MIA 05/31/2025 04:10PM ET,MIA,2.38
OF,Jarren Duran (39000949),Jarren Duran,39000949,OF,5200,BOS@ATL 05/31/2025 04:10PM ET,BOS,9.03
OF,Wyatt Langford (39000950),Wyatt Langford,39000950,OF,5200,STL@TEX 05/31/2025 04:05PM ET,TEX,8.65
SS,Corey Seager (39000951),Corey Seager,39000951,SS,5100,STL@TEX 05/31/2025 04:05PM ET,TEX,7.54
OF,Yordan Alvarez (39001209),Yordan Alvarez,39001209,OF,5100,TB@HOU 05/31/2025 04:10PM ET,HOU,6.17
1B,Matt Olson (39000953),Matt Olson,39000953,1B,5000,BOS@ATL 05/31/2025 04:10PM ET,ATL,7.89
2B/OF,Brendan Donovan (39000954),Brendan Donovan,39000954,2B/OF,5000,STL@TEX 05/31/2025 04:05PM ET,STL,8.17
OF,Mike Trout (39001210),Mike Trout,39001210,OF,5000,LAA@CLE 05/31/2025 04:10PM ET,LAA,7.67
SP,Antonio Senzatela (39000937),Antonio Senzatela,39000937,P,5000,COL@NYM 05/31/2025 04:10PM ET,COL,3.81
1B,Pete Alonso (39000952),Pete Alonso,39000952,1B,5000,COL@NYM 05/31/2025 04:10PM ET,NYM,9.14
OF,Josh Lowe (39000956),Josh Lowe,39000956,OF,5000,TB@HOU 05/31/2025 04:10PM ET,TB,7.93
OF,Lars Nootbaar (39000957),Lars Nootbaar,39000957,OF,4900,STL@TEX 05/31/2025 04:05PM ET,STL,8.38
OF,Riley Greene (39000958),Riley Greene,39000958,OF,4900,DET@KC 05/31/2025 04:10PM ET,DET,8.48
C,William Contreras (39000960),William Contreras,39000960,C,4800,MIL@PHI 05/31/2025 04:05PM ET,MIL,7.26
1B,Jonathan Aranda (39000959),Jonathan Aranda,39000959,1B,4800,TB@HOU 05/31/2025 04:10PM ET,TB,7.81
