Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SS,Gunnar Henderson (39000961),Gunnar Henderson,39000961,SS,4700,CWS@BAL 05/31/2025 04:05PM ET,BAL,7.92
OF,Steven Kwan (39000963),Steven Kwan,39000963,OF,4700,LAA@CLE 05/31/2025 04:10PM ET,CLE,7.67
3B,Isaac Paredes (39000962),Isaac Paredes,39000962,3B,4700,TB@HOU 05/31/2025 04:10PM ET,HOU,8
2B,Brandon Lowe (39000964),Brandon Lowe,39000964,2B,4700,TB@HOU 05/31/2025 04:10PM ET,TB,7.58
OF,Colton Cowser (39001211),Colton Cowser,39001211,OF,4600,CWS@BAL 05/31/2025 04:05PM ET,BAL,5.75
2B,Brice Turang (39000966),Brice Turang,39000966,2B,4600,MIL@PHI 05/31/2025 04:05PM ET,MIL,8.18
2B,Gleyber Torres (39000965),Gleyber Torres,39000965,2B,4600,DET@KC 05/31/2025 04:10PM ET,DET,8.22
OF,Jung Hoo Lee (39000967),Jung Hoo Lee,39000967,OF,4600,SF@MIA 05/31/2025 04:10PM ET,SF,7.86
3B,Austin Riley (39000969),Austin Riley,39000969,3B,4500,BOS@ATL 05/31/2025 04:10PM ET,ATL,8
OF,Wilyer Abreu (39000972),Wilyer Abreu,39000972,OF,4500,BOS@ATL 05/31/2025 04:10PM ET,BOS,7.70
OF,Cedric Mullins (39000968),Cedric Mullins,39000968,OF,4500,CWS@BAL 05/31/2025 04:05PM ET,BAL,8.32
OF,Tyler O'Neill (39001212),Tyler O'Neill,39001212,OF,4500,CWS@BAL 05/31/2025 04:05PM ET,BAL,5.83
OF,Jackson Chourio (39000971),Jackson Chourio,39000971,OF,4500,MIL@PHI 05/31/2025 04:05PM ET,MIL,8.23
1B/3B,Yandy Diaz (39000975),Yandy Diaz,39000975,1B/3B,4500,TB@HOU 05/31/2025 04:10PM ET,TB,6.91
1B,Spencer Torkelson (39000970),Spencer Torkelson,39000970,1B,4500,DET@KC 05/31/2025 04:10PM ET,DET,8.91
1B/3B,Wilmer Flores (39000973),Wilmer Flores,39000973,1B/3B,4500,SF@MIA 05/31/2025 04:10PM ET,SF,7.45
1B/OF,Ryan O'Hearn (39000977),Ryan O'Hearn,39000977,1B/OF,4400,CWS@BAL 05/31/2025 04:05PM ET,BAL,8.45
OF,Nick Castellanos (39000982),Nick Castellanos,39000982,OF,4400,MIL@PHI 05/31/2025 04:05PM ET,PHI,7.09
OF,Christian Yelich (39000983),Christian Yelich,39000983,OF,4400,MIL@PHI 05/31/2025 04:05PM ET,MIL,8.54
2B/OF,Jose Altuve (39000979),Jose Altuve,39000979,2B/OF,4400,TB@HOU 05/31/2025 04:10PM ET,HOU,7.18
OF,Kerry Carpenter (39000984),Kerry Carpenter,39000984,OF,4400,DET@KC 05/31/2025 04:10PM ET,DET,7.06
OF,Kyle Stowers (39000981),Kyle Stowers,39000981,OF,4400,SF@MIA 05/31/2025 04:10PM ET,MIA,8.15
3B,Matt Chapman (39000985),Matt Chapman,39000985,3B,4400,SF@MIA 05/31/2025 04:10PM ET,SF,7.80
C,Drake Baldwin (39000987),Drake Baldwin,39000987,C,4300,BOS@ATL 05/31/2025 04:10PM ET,ATL,6
C,Sean Murphy (39000992),Sean Murphy,39000992,C,4300,BOS@ATL 05/31/2025 04:10PM ET,ATL,7.31
2B,Jackson Holliday (39000986),Jackson Holliday,39000986,2B,4300,CWS@BAL 05/31/2025 04:05PM ET,BAL,7.1
3B,Jordan Westburg (39001213),Jordan Westburg,39001213,3B,4300,CWS@BAL 05/31/2025 04:05PM ET,BAL,6.44
SS,Josh Smith (39000991),Josh Smith,39000991,SS,4300,STL@TEX 05/31/2025 04:05PM ET,TEX,6.22
2B,Bryson Stott (39000988),Bryson Stott,39000988,2B,4300,MIL@PHI 05/31/2025 04:05PM ET,PHI,7.74
3B,Junior Caminero (39000993),Junior Caminero,39000993,3B,4300,TB@HOU 05/31/2025 04:10PM ET,TB,7.62
OF,Jake Mangum (39001214),Jake Mangum,39001214,OF,4300,TB@HOU 05/31/2025 04:10PM ET,TB,7.04
3B,Maikel Garcia (39000989),Maikel Garcia,39000989,3B,4300,DET@KC 05/31/2025 04:10PM ET,KC,8.12
C,Agustin Ramirez (39000990),Agustin Ramirez,39000990,C,4300,SF@MIA 05/31/2025 04:10PM ET,MIA,8.19
OF,Marcell Ozuna (39000995),Marcell Ozuna,39000995,OF,4200,BOS@ATL 05/31/2025 04:10PM ET,ATL,7.98
C,Adley Rutschman (39000996),Adley Rutschman,39000996,C,4200,CWS@BAL 05/31/2025 04:05PM ET,BAL,5.62
SS,Masyn Winn (39000994),Masyn Winn,39000994,SS,4200,STL@TEX 05/31/2025 04:05PM ET,STL,7.63
OF,Taylor Ward (39001000),Taylor Ward,39001000,OF,4200,LAA@CLE 05/31/2025 04:10PM ET,LAA,8.18
1B,Kyle Manzardo (39001001),Kyle Manzardo,39001001,1B,4200,LAA@CLE 05/31/2025 04:10PM ET,CLE,7.04
2B/SS,Otto Lopez (39000997),Otto Lopez,39000997,2B/SS,4200,SF@MIA 05/31/2025 04:10PM ET,MIA,6.82
OF,Heliot Ramos (39000999),Heliot Ramos,39000999,OF,4200,SF@MIA 05/31/2025 04:10PM ET,SF,8.53
SS,Xavier Edwards (39001215),Xavier Edwards,39001215,SS,4200,SF@MIA 05/31/2025 04:10PM ET,MIA,7.12
1B,Willson Contreras (39001002),Willson Contreras,39001002,1B,4100,STL@TEX 05/31/2025 04:05PM ET,STL,6.94
3B,Josh Jung (39001007),Josh Jung,39001007,3B,4100,STL@TEX 05/31/2025 04:05PM ET,TEX,7.08
C,Logan O'Hoppe (39001003),Logan O'Hoppe,39001003,C,4100,LAA@CLE 05/31/2025 04:10PM ET,LAA,7.16
OF,Chandler Simpson (39001004),Chandler Simpson,39001004,OF,4100,TB@HOU 05/31/2025 04:10PM ET,TB,7.97
1B,Christian Walker (39001006),Christian Walker,39001006,1B,4100,TB@HOU 05/31/2025 04:10PM ET,HOU,6.11
OF,Mike Yastrzemski (39001005),Mike Yastrzemski,39001005,OF,4100,SF@MIA 05/31/2025 04:10PM ET,SF,6.79
2B,Ozzie Albies (39001010),Ozzie Albies,39001010,2B,4000,BOS@ATL 05/31/2025 04:10PM ET,ATL,6.88
RP,Chasen Shreve (39001556),Chasen Shreve,39001556,P,4000,BOS@ATL 05/31/2025 04:10PM ET,ATL,0
RP,Nathan Wiles (39001561),Nathan Wiles,39001561,P,4000,BOS@ATL 05/31/2025 04:10PM ET,ATL,-4.15
SP,Luis Perales (39001562),Luis Perales,39001562,P,4000,BOS@ATL 05/31/2025 04:10PM ET,BOS,0
RP,Chris Murphy (39001571),Chris Murphy,39001571,P,4000,BOS@ATL 05/31/2025 04:10PM ET,BOS,0
RP,Austin Cox (39001580),Austin Cox,39001580,P,4000,BOS@ATL 05/31/2025 04:10PM ET,ATL,0
RP,Domingo Gonzalez (39001581),Domingo Gonzalez,39001581,P,4000,BOS@ATL 05/31/2025 04:10PM ET,ATL,0
RP,Rolddy Munoz (39001586),Rolddy Munoz,39001586,P,4000,BOS@ATL 05/31/2025 04:10PM ET,ATL,0
RP,Adam Ottavino (39001598),Adam Ottavino,39001598,P,4000,BOS@ATL 05/31/2025 04:10PM ET,BOS,2.45
RP,Zack Kelly (39001618),Zack Kelly,39001618,P,4000,BOS@ATL 05/31/2025 04:10PM ET,BOS,2.52
RP,Luis Guerrero (39001620),Luis Guerrero,39001620,P,4000,BOS@ATL 05/31/2025 04:10PM ET,BOS,3.6
RP,Liam Hendriks (39001633),Liam Hendriks,39001633,P,4000,BOS@ATL 05/31/2025 04:10PM ET,BOS,1.62
RP,Justin Slaten (39001640),Justin Slaten,39001640,P,4000,BOS@ATL 05/31/2025 04:10PM ET,BOS,2.41
RP,Amos Willingham (39001643),Amos Willingham,39001643,P,4000,BOS@ATL 05/31/2025 04:10PM ET,ATL,0
RP,Brennan Bernardino (39001667),Brennan Bernardino,39001667,P,4000,BOS@ATL 05/31/2025 04:10PM ET,BOS,3.00
RP,Justin Wilson (39001668),Justin Wilson,39001668,P,4000,BOS@ATL 05/31/2025 04:10PM ET,BOS,2.82
RP,Nick Burdi (39001674),Nick Burdi,39001674,P,4000,BOS@ATL 05/31/2025 04:10PM ET,BOS,2.12
RP,Greg Weissert (39001687),Greg Weissert,39001687,P,4000,BOS@ATL 05/31/2025 04:10PM ET,BOS,3.12
RP,Jordan Weems (39001691),Jordan Weems,39001691,P,4000,BOS@ATL 05/31/2025 04:10PM ET,ATL,0
RP,Aaron Bummer (39001695),Aaron Bummer,39001695,P,4000,BOS@ATL 05/31/2025 04:10PM ET,ATL,3.41
RP,Rafael Montero (39001698),Rafael Montero,39001698,P,4000,BOS@ATL 05/31/2025 04:10PM ET,ATL,2.42
RP,Daysbel Hernandez (39001704),Daysbel Hernandez,39001704,P,4000,BOS@ATL 05/31/2025 04:10PM ET,ATL,2.96
RP,Josh Winckowski (39001706),Josh Winckowski,39001706,P,4000,BOS@ATL 05/31/2025 04:10PM ET,BOS,4.01
RP,Matt Moore (39001714),Matt Moore,39001714,P,4000,BOS@ATL 05/31/2025 04:10PM ET,BOS,0
RP,Garrett Whitlock (39001716),Garrett Whitlock,39001716,P,4000,BOS@ATL 05/31/2025 04:10PM ET,BOS,5.24
RP,Scott Blewett (39001718),Scott Blewett,39001718,P,4000,BOS@ATL 05/31/2025 04:10PM ET,ATL,5.85
RP,Michael Petersen (39001732),Michael Petersen,39001732,P,4000,BOS@ATL 05/31/2025 04:10PM ET,ATL,2.48
RP,Jake Diekman (39001743),Jake Diekman,39001743,P,4000,BOS@ATL 05/31/2025 04:10PM ET,ATL,0
RP,Kevin Herget (39001749),Kevin Herget,39001749,P,4000,BOS@ATL 05/31/2025 04:10PM ET,ATL,2.7
RP,Pierce Johnson (39001750),Pierce Johnson,39001750,P,4000,BOS@ATL 05/31/2025 04:10PM ET,ATL,2.87
RP,Dylan Lee (39001767),Dylan Lee,39001767,P,4000,BOS@ATL 05/31/2025 04:10PM ET,ATL,2.94
RP,Dany Jimenez (39001768),Dany Jimenez,39001768,P,4000,BOS@ATL 05/31/2025 04:10PM ET,ATL,0
RP,Joe Jimenez (39001772),Joe Jimenez,39001772,P,4000,BOS@ATL 05/31/2025 04:10PM ET,ATL,0
RP,Zach Penrod (39001777),Zach Penrod,39001777,P,4000,BOS@ATL 05/31/2025 04:10PM ET,BOS,0
RP,Raisel Iglesias (39001779),Raisel Iglesias,39001779,P,4000,BOS@ATL 05/31/2025 04:10PM ET,ATL,2.66
RP,Aroldis Chapman (39001791),Aroldis Chapman,39001791,P,4000,BOS@ATL 05/31/2025 04:10PM ET,BOS,4.08
OF,Luis Robert Jr. (39001013),Luis Robert Jr.,39001013,OF,4000,CWS@BAL 05/31/2025 04:05PM ET,CWS,7.46
RP,Yaramil Hiraldo (39001560),Yaramil Hiraldo,39001560,P,4000,CWS@BAL 05/31/2025 04:05PM ET,BAL,4.4
RP,Grant Wolfram (39001564),Grant Wolfram,39001564,P,4000,CWS@BAL 05/31/2025 04:05PM ET,BAL,-1
RP,Luis Gonzalez (39001573),Luis Gonzalez,39001573,P,4000,CWS@BAL 05/31/2025 04:05PM ET,BAL,0
SP,Wikelman Gonzalez (39001588),Wikelman Gonzalez,39001588,P,4000,CWS@BAL 05/31/2025 04:05PM ET,CWS,0
RP,Justin Dunn (39001590),Justin Dunn,39001590,P,4000,CWS@BAL 05/31/2025 04:05PM ET,CWS,0
RP,Prelander Berroa (39001596),Prelander Berroa,39001596,P,4000,CWS@BAL 05/31/2025 04:05PM ET,CWS,0
RP,Colin Selby (39001631),Colin Selby,39001631,P,4000,CWS@BAL 05/31/2025 04:05PM ET,BAL,3.95
RP,Gregory Soto (39001634),Gregory Soto,39001634,P,4000,CWS@BAL 05/31/2025 04:05PM ET,BAL,2.17
RP,Cam Booser (39001641),Cam Booser,39001641,P,4000,CWS@BAL 05/31/2025 04:05PM ET,CWS,2.34
RP,Gus Varland (39001656),Gus Varland,39001656,P,4000,CWS@BAL 05/31/2025 04:05PM ET,CWS,0
RP,Andrew Kittredge (39001659),Andrew Kittredge,39001659,P,4000,CWS@BAL 05/31/2025 04:05PM ET,BAL,4.4
RP,Dylan Coleman (39001663),Dylan Coleman,39001663,P,4000,CWS@BAL 05/31/2025 04:05PM ET,BAL,0
RP,Yennier Cano (39001677),Yennier Cano,39001677,P,4000,CWS@BAL 05/31/2025 04:05PM ET,BAL,2.26
RP,Fraser Ellard (39001678),Fraser Ellard,39001678,P,4000,CWS@BAL 05/31/2025 04:05PM ET,CWS,2.89
RP,Brandon Eisert (39001684),Brandon Eisert,39001684,P,4000,CWS@BAL 05/31/2025 04:05PM ET,CWS,3.05
RP,Dan Altavilla (39001693),Dan Altavilla,39001693,P,4000,CWS@BAL 05/31/2025 04:05PM ET,CWS,5.65
RP,Miguel Castro (39001697),Miguel Castro,39001697,P,4000,CWS@BAL 05/31/2025 04:05PM ET,CWS,0.82
RP,Jairo Iriarte (39001712),Jairo Iriarte,39001712,P,4000,CWS@BAL 05/31/2025 04:05PM ET,CWS,0
RP,Caleb Freeman (39001721),Caleb Freeman,39001721,P,4000,CWS@BAL 05/31/2025 04:05PM ET,CWS,0.56
RP,Seranthony Dominguez (39001739),Seranthony Dominguez,39001739,P,4000,CWS@BAL 05/31/2025 04:05PM ET,BAL,2.83
RP,Owen White (39001751),Owen White,39001751,P,4000,CWS@BAL 05/31/2025 04:05PM ET,CWS,0
RP,Felix Bautista (39001753),Felix Bautista,39001753,P,4000,CWS@BAL 05/31/2025 04:05PM ET,BAL,2.85
RP,Kade Strowd (39001756),Kade Strowd,39001756,P,4000,CWS@BAL 05/31/2025 04:05PM ET,BAL,1.05
RP,Bryan Baker (39001765),Bryan Baker,39001765,P,4000,CWS@BAL 05/31/2025 04:05PM ET,BAL,3.84
RP,Jordan Leasure (39001785),Jordan Leasure,39001785,P,4000,CWS@BAL 05/31/2025 04:05PM ET,CWS,2.61
3B,Nolan Arenado (39001008),Nolan Arenado,39001008,3B,4000,STL@TEX 05/31/2025 04:05PM ET,STL,6.81
SP,Tekoah Roby (39001563),Tekoah Roby,39001563,P,4000,STL@TEX 05/31/2025 04:05PM ET,STL,0
SP,Sem Robberse (39001565),Sem Robberse,39001565,P,4000,STL@TEX 05/31/2025 04:05PM ET,STL,0
SP,Emiliano Teodo (39001568),Emiliano Teodo,39001568,P,4000,STL@TEX 05/31/2025 04:05PM ET,TEX,0
SP,Tink Hence (39001572),Tink Hence,39001572,P,4000,STL@TEX 05/31/2025 04:05PM ET,STL,0
RP,Luis Curvelo (39001574),Luis Curvelo,39001574,P,4000,STL@TEX 05/31/2025 04:05PM ET,TEX,0
SP,Winston Santos (39001584),Winston Santos,39001584,P,4000,STL@TEX 05/31/2025 04:05PM ET,TEX,0
SP,Jose Corniell (39001591),Jose Corniell,39001591,P,4000,STL@TEX 05/31/2025 04:05PM ET,TEX,0
RP,Chris Martin (39001601),Chris Martin,39001601,P,4000,STL@TEX 05/31/2025 04:05PM ET,TEX,3.25
RP,Robert Garcia (39001606),Robert Garcia,39001606,P,4000,STL@TEX 05/31/2025 04:05PM ET,TEX,2.77
RP,Ryan Fernandez (39001622),Ryan Fernandez,39001622,P,4000,STL@TEX 05/31/2025 04:05PM ET,STL,-0.04
RP,JoJo Romero (39001632),JoJo Romero,39001632,P,4000,STL@TEX 05/31/2025 04:05PM ET,STL,1.78
SP,Riley O'Brien (39001639),Riley O'Brien,39001639,P,4000,STL@TEX 05/31/2025 04:05PM ET,STL,0.13
RP,Luke Jackson (39001645),Luke Jackson,39001645,P,4000,STL@TEX 05/31/2025 04:05PM ET,TEX,1.57
RP,John King (39001646),John King,39001646,P,4000,STL@TEX 05/31/2025 04:05PM ET,STL,1.98
RP,Ryan Helsley (39001652),Ryan Helsley,39001652,P,4000,STL@TEX 05/31/2025 04:05PM ET,STL,3.12
RP,Caleb Boushley (39001662),Caleb Boushley,39001662,P,4000,STL@TEX 05/31/2025 04:05PM ET,TEX,4.88
RP,JT Chargois (39001669),JT Chargois,39001669,P,4000,STL@TEX 05/31/2025 04:05PM ET,TEX,0
RP,Marc Church (39001671),Marc Church,39001671,P,4000,STL@TEX 05/31/2025 04:05PM ET,TEX,2.1
RP,Jacob Webb (39001709),Jacob Webb,39001709,P,4000,STL@TEX 05/31/2025 04:05PM ET,TEX,2.19
RP,Kyle Leahy (39001710),Kyle Leahy,39001710,P,4000,STL@TEX 05/31/2025 04:05PM ET,STL,3.64
RP,Phil Maton (39001722),Phil Maton,39001722,P,4000,STL@TEX 05/31/2025 04:05PM ET,STL,3.24
RP,Gerson Garabito (39001724),Gerson Garabito,39001724,P,4000,STL@TEX 05/31/2025 04:05PM ET,TEX,2.4
RP,Jacob Latz (39001737),Jacob Latz,39001737,P,4000,STL@TEX 05/31/2025 04:05PM ET,TEX,4.16
RP,Josh Sborz (39001740),Josh Sborz,39001740,P,4000,STL@TEX 05/31/2025 04:05PM ET,TEX,0
RP,Shawn Armstrong (39001754),Shawn Armstrong,39001754,P,4000,STL@TEX 05/31/2025 04:05PM ET,TEX,3.20
RP,Matt Svanson (39001758),Matt Svanson,39001758,P,4000,STL@TEX 05/31/2025 04:05PM ET,STL,3.44
RP,Chris Roycroft (39001782),Chris Roycroft,39001782,P,4000,STL@TEX 05/31/2025 04:05PM ET,STL,0.92
RP,Hoby Milner (39001784),Hoby Milner,39001784,P,4000,STL@TEX 05/31/2025 04:05PM ET,TEX,2.80
3B,Yoan Moncada (39001012),Yoan Moncada,39001012,3B,4000,LAA@CLE 05/31/2025 04:10PM ET,LAA,7.46
SP,Daniel Espino (39001557),Daniel Espino,39001557,P,4000,LAA@CLE 05/31/2025 04:10PM ET,CLE,0
RP,Franco Aleman (39001558),Franco Aleman,39001558,P,4000,LAA@CLE 05/31/2025 04:10PM ET,CLE,0
SP,Trevor Stephan (39001559),Trevor Stephan,39001559,P,4000,LAA@CLE 05/31/2025 04:10PM ET,CLE,0
RP,Sam Bachman (39001579),Sam Bachman,39001579,P,4000,LAA@CLE 05/31/2025 04:10PM ET,LAA,0
RP,Sam Hentges (39001594),Sam Hentges,39001594,P,4000,LAA@CLE 05/31/2025 04:10PM ET,CLE,0
RP,Jose Fermin (39001602),Jose Fermin,39001602,P,4000,LAA@CLE 05/31/2025 04:10PM ET,LAA,2.47
RP,Cody Bolton (39001603),Cody Bolton,39001603,P,4000,LAA@CLE 05/31/2025 04:10PM ET,CLE,-1.9
RP,Paul Sewald (39001604),Paul Sewald,39001604,P,4000,LAA@CLE 05/31/2025 04:10PM ET,CLE,2.52
RP,Emmanuel Clase (39001616),Emmanuel Clase,39001616,P,4000,LAA@CLE 05/31/2025 04:10PM ET,CLE,3.03
RP,Erik Sabrowski (39001628),Erik Sabrowski,39001628,P,4000,LAA@CLE 05/31/2025 04:10PM ET,CLE,0
RP,Ryan Zeferjahn (39001630),Ryan Zeferjahn,39001630,P,4000,LAA@CLE 05/31/2025 04:10PM ET,LAA,3.24
RP,Brock Burke (39001635),Brock Burke,39001635,P,4000,LAA@CLE 05/31/2025 04:10PM ET,LAA,2.20
RP,Robert Stephenson (39001637),Robert Stephenson,39001637,P,4000,LAA@CLE 05/31/2025 04:10PM ET,LAA,3.12
RP,Hunter Gaddis (39001648),Hunter Gaddis,39001648,P,4000,LAA@CLE 05/31/2025 04:10PM ET,CLE,3.75
SP,Matt Krook (39001651),Matt Krook,39001651,P,4000,LAA@CLE 05/31/2025 04:10PM ET,CLE,1.97
RP,Hector Neris (39001660),Hector Neris,39001660,P,4000,LAA@CLE 05/31/2025 04:10PM ET,LAA,1.89
RP,Connor Brogdon (39001675),Connor Brogdon,39001675,P,4000,LAA@CLE 05/31/2025 04:10PM ET,LAA,2.09
RP,Hans Crouse (39001686),Hans Crouse,39001686,P,4000,LAA@CLE 05/31/2025 04:10PM ET,LAA,0
RP,Hunter Strickland (39001690),Hunter Strickland,39001690,P,4000,LAA@CLE 05/31/2025 04:10PM ET,LAA,3.11
RP,Ryan Johnson (39001692),Ryan Johnson,39001692,P,4000,LAA@CLE 05/31/2025 04:10PM ET,LAA,1.97
RP,Victor Mederos (39001701),Victor Mederos,39001701,P,4000,LAA@CLE 05/31/2025 04:10PM ET,LAA,3.75
RP,Zak Kent (39001705),Zak Kent,39001705,P,4000,LAA@CLE 05/31/2025 04:10PM ET,CLE,3.75
RP,Ben Joyce (39001715),Ben Joyce,39001715,P,4000,LAA@CLE 05/31/2025 04:10PM ET,LAA,1.23
RP,Michael Darrell-Hicks (39001729),Michael Darrell-Hicks,39001729,P,4000,LAA@CLE 05/31/2025 04:10PM ET,LAA,1.38
RP,Jake Eder (39001736),Jake Eder,39001736,P,4000,LAA@CLE 05/31/2025 04:10PM ET,LAA,2.48
RP,Tim Herrin (39001755),Tim Herrin,39001755,P,4000,LAA@CLE 05/31/2025 04:10PM ET,CLE,2.56
RP,Kenley Jansen (39001766),Kenley Jansen,39001766,P,4000,LAA@CLE 05/31/2025 04:10PM ET,LAA,1.86
RP,Andrew Walters (39001770),Andrew Walters,39001770,P,4000,LAA@CLE 05/31/2025 04:10PM ET,CLE,0.9
RP,Cade Smith (39001774),Cade Smith,39001774,P,4000,LAA@CLE 05/31/2025 04:10PM ET,CLE,3.8
RP,Nic Enright (39001789),Nic Enright,39001789,P,4000,LAA@CLE 05/31/2025 04:10PM ET,CLE,2.88
C,Hunter Goodman (39001015),Hunter Goodman,39001015,C,4000,COL@NYM 05/31/2025 04:10PM ET,COL,7.14
RP,Tommy Doyle (39001567),Tommy Doyle,39001567,P,4000,COL@NYM 05/31/2025 04:10PM ET,COL,0
RP,Tyler Zuber (39001569),Tyler Zuber,39001569,P,4000,COL@NYM 05/31/2025 04:10PM ET,NYM,0
RP,Genesis Cabrera (39001600),Genesis Cabrera,39001600,P,4000,COL@NYM 05/31/2025 04:10PM ET,NYM,3.95
RP,Victor Vodnik (39001607),Victor Vodnik,39001607,P,4000,COL@NYM 05/31/2025 04:10PM ET,COL,1.98
RP,Huascar Brazoban (39001613),Huascar Brazoban,39001613,P,4000,COL@NYM 05/31/2025 04:10PM ET,NYM,4.93
RP,Ryan Rolison (39001619),Ryan Rolison,39001619,P,4000,COL@NYM 05/31/2025 04:10PM ET,COL,2.03
RP,Jimmy Herget (39001636),Jimmy Herget,39001636,P,4000,COL@NYM 05/31/2025 04:10PM ET,COL,2.75
RP,Chris Devenski (39001650),Chris Devenski,39001650,P,4000,COL@NYM 05/31/2025 04:10PM ET,NYM,2.7
RP,Zach Agnos (39001653),Zach Agnos,39001653,P,4000,COL@NYM 05/31/2025 04:10PM ET,COL,2.87
RP,Seth Halvorsen (39001657),Seth Halvorsen,39001657,P,4000,COL@NYM 05/31/2025 04:10PM ET,COL,1.97
RP,Jaden Hill (39001664),Jaden Hill,39001664,P,4000,COL@NYM 05/31/2025 04:10PM ET,COL,3.67
RP,Edwin Diaz (39001666),Edwin Diaz,39001666,P,4000,COL@NYM 05/31/2025 04:10PM ET,NYM,4.41
RP,Tyler Kinley (39001676),Tyler Kinley,39001676,P,4000,COL@NYM 05/31/2025 04:10PM ET,COL,1.52
RP,Jake Bird (39001685),Jake Bird,39001685,P,4000,COL@NYM 05/31/2025 04:10PM ET,COL,5.16
RP,Angel Chivilli (39001696),Angel Chivilli,39001696,P,4000,COL@NYM 05/31/2025 04:10PM ET,COL,2.16
RP,Jose Castillo (39001700),Jose Castillo,39001700,P,4000,COL@NYM 05/31/2025 04:10PM ET,NYM,1.3
RP,Ryne Stanek (39001708),Ryne Stanek,39001708,P,4000,COL@NYM 05/31/2025 04:10PM ET,NYM,2.37
SP,Anthony Molina (39001723),Anthony Molina,39001723,P,4000,COL@NYM 05/31/2025 04:10PM ET,COL,4.25
RP,Jeff Criswell (39001730),Jeff Criswell,39001730,P,4000,COL@NYM 05/31/2025 04:10PM ET,COL,0
RP,Ty Adcock (39001738),Ty Adcock,39001738,P,4000,COL@NYM 05/31/2025 04:10PM ET,NYM,-0.45
RP,Drew Smith (39001741),Drew Smith,39001741,P,4000,COL@NYM 05/31/2025 04:10PM ET,NYM,0
RP,Dedniel Nunez (39001742),Dedniel Nunez,39001742,P,4000,COL@NYM 05/31/2025 04:10PM ET,NYM,0.81
RP,Danny Young (39001744),Danny Young,39001744,P,4000,COL@NYM 05/31/2025 04:10PM ET,NYM,2.90
RP,Luis Peralta (39001746),Luis Peralta,39001746,P,4000,COL@NYM 05/31/2025 04:10PM ET,COL,0.82
RP,Brooks Raley (39001757),Brooks Raley,39001757,P,4000,COL@NYM 05/31/2025 04:10PM ET,NYM,0
RP,Sean Reid-Foley (39001759),Sean Reid-Foley,39001759,P,4000,COL@NYM 05/31/2025 04:10PM ET,NYM,0
RP,Reed Garrett (39001762),Reed Garrett,39001762,P,4000,COL@NYM 05/31/2025 04:10PM ET,NYM,3.79
RP,A.J. Minter (39001764),A.J. Minter,39001764,P,4000,COL@NYM 05/31/2025 04:10PM ET,NYM,3.24
RP,Scott Alexander (39001780),Scott Alexander,39001780,P,4000,COL@NYM 05/31/2025 04:10PM ET,COL,0.73
RP,Juan Mejia (39001788),Juan Mejia,39001788,P,4000,COL@NYM 05/31/2025 04:10PM ET,COL,4.76
1B,Rhys Hoskins (39001014),Rhys Hoskins,39001014,1B,4000,MIL@PHI 05/31/2025 04:05PM ET,MIL,6.94
SP,Jean Cabrera (39001578),Jean Cabrera,39001578,P,4000,MIL@PHI 05/31/2025 04:05PM ET,PHI,0
RP,Alan Rangel (39001587),Alan Rangel,39001587,P,4000,MIL@PHI 05/31/2025 04:05PM ET,PHI,0
RP,Moises Chace (39001592),Moises Chace,39001592,P,4000,MIL@PHI 05/31/2025 04:05PM ET,PHI,0
RP,Devin Sweet (39001593),Devin Sweet,39001593,P,4000,MIL@PHI 05/31/2025 04:05PM ET,PHI,0
RP,Michael Mercado (39001595),Michael Mercado,39001595,P,4000,MIL@PHI 05/31/2025 04:05PM ET,PHI,0
RP,Kyle Tyler (39001597),Kyle Tyler,39001597,P,4000,MIL@PHI 05/31/2025 04:05PM ET,PHI,0
RP,Grant Anderson (39001612),Grant Anderson,39001612,P,4000,MIL@PHI 05/31/2025 04:05PM ET,MIL,3.70
RP,Bryan Hudson (39001614),Bryan Hudson,39001614,P,4000,MIL@PHI 05/31/2025 04:05PM ET,MIL,2.17
RP,Tanner Banks (39001621),Tanner Banks,39001621,P,4000,MIL@PHI 05/31/2025 04:05PM ET,PHI,3.44
RP,Max Lazar (39001644),Max Lazar,39001644,P,4000,MIL@PHI 05/31/2025 04:05PM ET,PHI,4.6
RP,Jose Ruiz (39001647),Jose Ruiz,39001647,P,4000,MIL@PHI 05/31/2025 04:05PM ET,PHI,1.92
RP,Orion Kerkering (39001649),Orion Kerkering,39001649,P,4000,MIL@PHI 05/31/2025 04:05PM ET,PHI,2.70
RP,Elvis Peguero (39001673),Elvis Peguero,39001673,P,4000,MIL@PHI 05/31/2025 04:05PM ET,MIL,1.78
RP,Trevor Megill (39001680),Trevor Megill,39001680,P,4000,MIL@PHI 05/31/2025 04:05PM ET,MIL,2.58
RP,Jose Alvarado (39001683),Jose Alvarado,39001683,P,4000,MIL@PHI 05/31/2025 04:05PM ET,PHI,4.23
RP,Brett de Geus (39001688),Brett de Geus,39001688,P,4000,MIL@PHI 05/31/2025 04:05PM ET,PHI,0.1
RP,Easton McGee (39001711),Easton McGee,39001711,P,4000,MIL@PHI 05/31/2025 04:05PM ET,MIL,4.25
RP,Matt Strahm (39001731),Matt Strahm,39001731,P,4000,MIL@PHI 05/31/2025 04:05PM ET,PHI,2.84
